Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
16:15.1,0.065490998,-0.028587061,-0.306696497,-0.256608643,0.42835414,0.903460507,-2.25,34.18,81.25,1014.78,1,1,16:15.5,1015.34
16:16.1,-2.381282733,25.19917356,25.6372434,-14.18160173,-29.25151755,12.800819,-9.89,37.33,76.9,1014.84,1,1,16:16.5,1015.3
16:17.1,502.078444,243.6537749,46.68211357,201.0429747,455.5830272,402.8579745,-8.39,43.02,69.4,1014.77,1,1,16:17.5,1015.3
16:18.1,476.5329768,228.0312461,70.62329648,228.2170881,456.2049538,394.1569362,-8.39,40.47,64.31,1014.74,-1,1,16:18.5,1015.26
16:19.1,474.1898363,226.8647372,71.15858794,228.9131145,456.0308385,393.7921755,-9.14,41.52,62.21,1014.79,-1,1,16:19.4,1015.3
16:20.1,472.2401928,226.1693101,70.71615273,228.5227435,456.2853927,394.5599995,-7.35,40.77,63.26,1014.78,-1,1,16:20.5,1015.29
16:21.1,471.6991669,225.8383857,70.8459286,228.773956,456.0380475,393.9377719,-7.35,41.82,62.96,1014.8,-1,1,16:21.5,1015.33
16:22.1,471.7715576,225.9754896,70.878039,228.5765865,455.8949708,394.1681901,-8.39,40.77,61.46,1014.79,-1,1,16:22.4,1015.3
16:23.1,471.8887987,225.679845,70.6338405,228.9613579,456.4426691,393.5704532,-8.69,40.77,62.51,1014.8,1,1,16:23.5,1015.3
16:24.1,471.2922864,225.6350595,71.02434408,229.0379773,455.914412,393.3465173,-8.69,40.77,62.51,1014.79,1,1,16:24.5,1015.31
16:25.1,472.2040283,226.688791,71.56473931,228.9721777,455.7350255,393.3882368,-8.69,40.77,62.51,1014.74,1,1,16:25.5,1015.34
16:26.1,472.2064998,226.6774077,71.57026868,229.0069388,455.772033,393.4015147,-8.69,40.77,62.51,1014.81,1,1,16:26.5,1015.32
16:27.0,472.1809864,226.6587422,71.57068713,229.0209373,455.7860417,393.4087014,-8.69,40.77,62.51,1014.83,-1,1,16:27.5,1015.31
16:28.1,472.2273426,226.6998275,71.5528815,228.9807443,455.794728,393.4430346,-8.69,40.77,62.51,1014.8,-1,1,16:28.5,1015.3
16:29.1,471.6028192,225.7357441,70.91871349,228.9479515,455.9963245,393.4686719,-8.69,40.77,62.51,1014.81,-1,1,16:29.5,1015.31
16:30.1,471.5698826,225.7442962,70.93093338,228.9257119,455.9583882,393.4504483,-8.69,40.77,62.51,1014.81,1,1,16:30.5,1015.31
16:31.1,471.5625681,225.7299257,70.94927548,228.9532334,455.9427475,393.4177851,-8.69,40.77,62.51,1014.77,1,1,16:31.5,1015.35
16:32.1,472.1972409,226.7008366,71.58377743,228.9825793,455.7376841,393.3895247,-8.69,40.77,62.51,1014.77,1,1,16:32.5,1015.36
