Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
28:30.3,0.030171999,-0.052437485,-0.180659818,-0.01248473,0.484559672,0.63356284,-1.65,37.93,83.5,1014.87,1,1,28:30.5,1015.45
28:31.2,11.62508511,-6.353639287,-8.973282098,9.372394501,14.3340791,-9.257637027,-1.65,37.93,83.5,1014.77,1,1,28:31.5,1015.42
28:32.1,-13.41075617,-96.55101058,51.50777828,382.7591283,533.3140354,311.3411401,-1.65,37.93,83.5,1014.82,1,1,28:32.5,1015.46
28:33.2,13.46985946,-86.26812469,33.06718154,373.9399607,546.7792891,319.7239015,-1.65,37.93,83.5,1014.81,1,1,28:33.5,1015.47
28:34.2,13.46192188,-86.27676485,33.0698168,373.9567388,546.8021291,319.7389352,-1.65,37.93,83.5,1014.78,1,1,28:34.6,1015.44
28:35.2,13.46303742,-86.27497934,33.06901124,373.9527837,546.7975338,319.7365299,-1.65,37.93,83.5,1014.78,1,1,28:35.5,1015.42
28:36.2,13.46319688,-86.27201216,33.06876079,373.9433702,546.7828412,319.7269222,-1.65,37.93,83.5,1014.79,1,1,28:36.5,1015.39
28:37.2,13.46252255,-86.27241766,33.06922568,373.9437667,546.7825804,319.7265431,-1.65,37.93,83.5,1014.83,1,1,28:37.4,1015.43
28:38.2,13.46282652,-86.27369438,33.06903493,373.9473089,546.7879525,319.7293098,-1.65,37.93,83.5,1014.85,1,1,28:38.4,1015.41
28:39.2,13.46274847,-86.2778139,33.06926335,373.9600797,546.8077563,319.7418865,-1.65,37.93,83.5,1014.79,1,1,28:39.5,1015.4
28:40.2,13.46284729,-86.27903748,33.06932644,373.9654631,546.8172033,319.7492072,-1.65,37.93,83.5,1014.8,1,1,28:40.5,1015.42
28:41.5,13.46432462,-86.27270788,33.06800997,373.9463235,546.7884684,319.730261,-1.65,37.93,83.5,1014.8,1,1,28:41.5,1015.39
28:42.1,13.46261323,-86.27442126,33.06925182,373.9501026,546.7925418,319.7328772,-1.65,37.93,83.5,1014.85,1,1,28:42.5,1015.39
28:43.2,13.46343083,-86.27461891,33.06864941,373.9504647,546.7933202,319.7324634,-1.65,37.93,83.5,1014.77,1,1,28:43.5,1015.45
28:44.2,13.46183875,-86.2792567,33.07004546,373.9655826,546.8165496,319.7491314,-1.65,37.93,83.5,1014.82,1,1,28:44.5,1015.46
28:45.2,13.464827,-86.27077895,33.06755542,373.9401664,546.7790158,319.7237147,-1.65,37.93,83.5,1014.84,1,1,28:45.5,1015.47
28:46.2,13.46225264,-86.2769546,33.06957307,373.9570198,546.8025051,319.7386299,-1.65,37.93,83.5,1014.8,1,1,28:46.4,1015.41
28:47.2,13.46283556,-86.27818848,33.0692854,373.9624871,546.8123415,319.7458408,-1.65,37.93,83.5,1014.8,1,1,28:47.5,1015.44
28:48.2,13.46392077,-86.27385108,33.06834213,373.9495982,546.7931845,319.7333391,-1.65,37.93,83.5,1014.82,1,1,28:48.5,1015.46
28:49.2,13.46309585,-86.27443321,33.06890573,373.9501885,546.7929238,319.7327663,-1.65,37.93,83.5,1014.81,1,1,28:49.4,1015.46
28:50.2,13.46270349,-86.27642563,33.06927969,373.9564395,546.8025006,319.7392107,-1.65,37.93,83.5,1014.83,1,1,28:50.5,1015.47
28:51.2,13.4635896,-86.27529459,33.06860226,373.9532508,546.7981649,319.7360216,-1.65,37.93,83.5,1014.83,1,1,28:51.5,1015.44
28:52.2,13.46304664,-86.27746364,33.06907493,373.9596957,546.8077417,319.7422722,-1.65,37.93,83.5,1014.8,1,1,28:52.5,1015.45
28:53.2,13.46323642,-86.27704829,33.06896221,373.9592158,546.8076107,319.7427608,-1.65,37.93,83.5,1014.83,1,1,28:53.5,1015.46
