Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult
38:22.9,22.3977104,-83.91185648,31.97268915,374.0590254,546.8368962,318.7745537,29.68,1.65,107.63,1008.07,1,1
38:23.9,22.39744841,-83.91197103,31.97287258,374.0591269,546.8367652,318.774461,29.68,1.65,107.63,1008.09,1,1
38:24.9,22.39767052,-83.91209588,31.97270524,374.0593123,546.8370237,318.7742584,29.68,1.65,107.63,1008.07,1,1
38:25.9,22.39716698,-83.91402598,31.97316321,374.0654707,546.8464707,318.780804,29.68,1.65,107.63,1008.07,1,1
38:26.9,22.39797123,-83.91174308,31.97250919,374.0589252,546.8370215,318.7746457,29.68,1.65,107.63,1008.06,1,1
38:27.9,22.39733631,-83.91190964,31.97295937,374.0590354,546.8366309,318.7745616,29.68,1.65,107.63,1008.09,1,1
38:28.8,22.39781008,-83.91106956,31.97256338,374.0561417,546.8321654,318.7710862,29.68,1.65,107.63,1008.07,1,1
38:29.9,22.39690435,-83.91414124,31.97334866,374.065573,546.8463365,318.7807109,29.68,1.65,107.63,1008.08,1,1
38:30.9,22.39808147,-83.91180627,31.97242797,374.0590189,546.8371468,318.7745439,29.68,1.65,107.63,1008.12,1,1
38:31.9,22.39786193,-83.91331167,31.97260268,374.0627635,546.8422592,318.7771255,29.68,1.65,107.63,1008.1,1,1
