Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult
52:45.1,-2.30E-06,-5.94E-05,-7.12E-04,-0.005294876,-0.027168191,-0.100203454,-0.264002882,-0.450295476,-0.2260573,1015.03,1,1
52:46.2,19.40432848,19.89665506,33.41205491,82.07302468,176.3295807,290.4251119,357.1703534,303.6109945,119.1105912,1015.02,1,1
52:47.2,169.533327,62.74165221,-67.61564341,-15.43975167,210.1416188,392.6435008,376.3169513,222.6898061,68.51496495,1015.04,1,1
52:48.2,168.6136383,118.3046477,-50.04975939,-59.25884834,182.2359035,423.5584659,409.2652799,204.1463991,34.66544701,1014.99,1,1
52:49.2,160.9749717,140.9864277,-37.92708014,-76.41647927,167.517698,435.2590928,424.9392363,197.410278,19.27279067,1015.03,1,1
52:50.2,157.2548856,150.9318106,-32.40525526,-83.94735685,160.9617922,440.4456431,431.9010158,194.4082431,12.47262122,1015.04,1,1
52:51.2,155.704413,155.3866141,-30.04341058,-87.35392239,158.1190398,442.8225404,434.9438922,192.992064,9.474922748,1015.08,1,1
52:52.1,155.0761258,157.3910912,-29.04188044,-88.89807911,156.8973789,443.9247363,436.2831626,192.3347413,8.160892558,1015.04,1,1
52:53.1,154.8313972,158.2937956,-28.62518707,-89.60632321,156.3647879,444.4209228,436.8488588,192.005058,7.573419339,1015.05,1,1
52:54.2,154.7267245,158.698516,-28.44345253,-89.92097848,156.1372627,444.6504339,437.1035959,191.8633403,7.321270683,1015.01,1,1
52:55.2,154.6902074,158.8788093,-28.3720441,-90.06733261,156.0354743,444.7462825,437.1992275,191.7822928,7.204433389,1015.06,1,1
52:56.2,154.6700439,158.9584107,-28.33632199,-90.12485034,156.0000387,444.802423,437.2615731,191.7685013,7.164831123,1015.04,1,1
52:57.2,154.672832,158.9950045,-28.33005566,-90.15895772,155.9822843,444.8235942,437.2753654,191.7442694,7.139373586,1015.02,1,1
52:58.2,154.6681542,159.0120283,-28.32292473,-90.17295102,155.9704642,444.8276748,437.2783779,191.7324329,7.12722439,1015.05,1,1
52:59.2,154.6643237,159.0180715,-28.31805021,-90.17448998,155.9710597,444.8371758,437.2911974,191.7400347,7.128644694,1015.04,1,1
53:00.2,154.6689416,159.0215378,-28.32093933,-90.17997591,155.969897,444.839306,437.2895374,191.7335085,7.124634003,1015.04,1,1
53:01.2,154.6674868,159.023658,-28.31931064,-90.18108434,155.9684898,444.8398526,437.2906748,191.7332612,7.123716833,1015.04,1,1
53:02.2,154.6673647,159.0241965,-28.319119,-90.18152614,155.9682445,444.8402005,437.2909577,191.7330074,7.123419034,1015.06,1,1
53:03.2,154.6674129,159.0245956,-28.31859136,-90.1804221,155.9710216,444.845266,437.2974922,191.7388426,7.126098076,1015.04,1,1
53:04.2,154.6705257,159.0256198,-28.32109456,-90.1839441,155.9687521,444.8425972,437.2915755,191.7311508,7.122155353,1014.99,1,1
