Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
01:42.3,-8.50E-06,-0.000230162,-0.002975282,-0.024377967,-0.14167638,-0.618677824,-2.09496422,-5.583161085,-11.71099276,1008.18,1,1,01:42.3,1008.79
01:43.3,28.56837922,42.94565638,50.31949646,78.66452176,159.8694691,281.6943074,364.5997783,311.2405389,105.9682794,1008.17,1,1,01:43.3,1008.75
01:44.3,174.5797301,75.86667298,-50.96545705,-10.21363682,196.9496737,377.4389491,378.7980588,234.460826,60.94637493,1008.14,1,1,01:44.3,1008.78
01:45.3,174.6902092,127.4229095,-35.31942232,-50.99161407,171.4730128,406.2552061,409.0842673,217.1087213,29.70514819,1008.14,1,1,01:45.3,1008.77
01:46.3,167.6666862,148.4066714,-24.12633429,-66.85814501,157.87652,417.084002,423.5903453,210.9003101,15.48002211,1008.15,1,1,01:46.3,1008.75
01:47.3,164.2242327,157.5978712,-19.0176156,-73.81958945,151.8060757,421.8686083,430.0236021,208.1221896,9.184690246,1008.11,1,1,01:47.3,1008.74
01:48.3,162.7794787,161.7140983,-16.82614261,-76.96742926,149.1646656,424.0480806,432.8244991,206.8042144,6.404967719,1008.15,1,1,01:48.3,1008.73
01:49.3,162.1872895,163.5628272,-15.89246154,-78.38743092,148.0323065,425.0602161,434.063566,206.203775,5.192817421,1008.17,1,1,01:49.3,1008.73
01:50.3,161.9602426,164.3943859,-15.50595914,-79.03564677,147.5488243,425.530683,434.6037109,205.9175989,4.659034898,1008.17,1,1,01:50.3,1008.76
01:51.3,161.8721295,164.7702074,-15.34401328,-79.33203782,147.339229,425.7457974,434.8370885,205.7797676,4.422092932,1008.16,1,1,01:51.3,1008.78
01:52.3,161.8367302,164.9393093,-15.27533673,-79.46666373,147.247143,425.8414096,434.9357123,205.7129017,4.316604362,1008.16,1,1,01:52.3,1008.75
01:53.3,161.821729,165.0145387,-15.24562499,-79.52609486,147.2080609,425.8851036,434.9796516,205.6840446,4.271569272,1008.15,1,1,01:53.3,1008.72
01:54.3,161.8168502,165.0478044,-15.23421452,-79.55360422,147.1904068,425.9027674,434.9952145,205.6674723,4.250587,1008.14,1,1,01:54.3,1008.74
01:55.3,161.8136704,165.0621419,-15.22872059,-79.56534851,147.1818047,425.9084399,434.9998699,205.6590131,4.241185232,1008.19,1,1,01:55.3,1008.77
01:56.3,161.8117187,165.0680747,-15.22476399,-79.56600896,147.1860323,425.9234584,435.0188462,205.6720353,4.245361588,1008.15,1,1,01:56.4,1008.82
01:57.3,161.8194607,165.0725917,-15.23035523,-79.57573918,147.1810888,425.9204927,435.0081483,205.6548532,4.235921516,1008.2,1,1,01:57.4,1008.82
01:58.3,161.8132874,165.0747091,-15.22401174,-79.57133329,147.1852314,425.9307023,435.0254147,205.6716465,4.24287691,1008.25,1,1,01:58.3,1008.77
01:59.3,161.8209374,165.0770073,-15.22794464,-79.57273911,147.1942198,425.9479192,435.0422403,205.6825729,4.247564769,1008.19,1,1,01:59.3,1008.79
02:00.3,161.8287288,165.0818545,-15.23373361,-79.58406205,147.1859475,425.9401035,435.0256246,205.6595872,4.234875666,1008.15,1,1,02:00.3,1008.79
02:01.3,161.8188525,165.0823532,-15.2271479,-79.5834717,147.1762417,425.9260527,435.0138236,205.6513801,4.230082946,1008.2,1,1,02:01.3,1008.78
