Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult
38:05.9,2.22E-07,4.87E-06,5.69E-05,0.000434484,0.00238766,0.009950359,0.032441098,0.08430045,0.176674953,1008.07,1,1
38:06.9,4.647675571,14.34339241,39.34702578,92.06706421,179.7891383,285.7260492,354.1225834,310.4138934,129.5367455,1008.05,1,1
38:07.9,164.8274893,57.39161515,-70.7390135,-9.662088549,219.953342,394.2013146,369.9573817,222.7715806,79.58941797,1008.12,1,1
38:08.9,167.5687908,116.3029417,-55.49321836,-57.04095986,193.1761172,428.5539078,402.7934333,201.1924287,45.11387219,1008.05,1,1
38:09.9,161.3167495,140.6217879,-44.21384815,-75.83989581,178.82058,441.7802294,418.4884553,193.1065609,29.38897571,1008.07,1,1
38:10.9,158.1993556,151.2937318,-39.06188924,-84.09525543,172.4266591,447.6366772,425.4485426,189.5040577,22.44951,1008.11,1,1
38:11.9,156.9214049,156.0642391,-36.87015262,-87.81559365,169.6694729,450.3175474,428.4947388,187.8334691,19.40335056,1008.08,1,1
38:12.9,156.4240762,158.2063499,-35.95465348,-89.50615306,168.4797256,451.5373359,429.8052354,187.0351246,18.05790995,1008.06,1,1
38:13.9,156.2263597,159.1665506,-35.56782647,-90.26787438,167.9669893,452.0899941,430.3719898,186.6643087,17.46858533,1008.04,1,1
38:14.9,156.151179,159.5944924,-35.40748826,-90.61060839,167.7470952,452.3381105,430.6127724,186.4898092,17.21047901,1008.08,1,1
38:15.9,156.1226047,159.7847246,-35.33962969,-90.76006357,167.6607447,452.4615676,430.7315761,186.4247984,17.10579754,1008.09,1,1
38:16.9,156.1205302,159.8712175,-35.31742877,-90.83227718,167.6252552,452.5204608,430.7809527,186.3884256,17.05709944,1008.08,1,1
38:18.0,156.1196751,159.91169,-35.30750285,-90.86676974,167.6068804,452.5441228,430.7988195,186.3672015,17.03286389,1008.13,1,1
38:18.9,156.1173655,159.9298661,-35.30040789,-90.8775027,167.6060393,452.5668655,430.8240179,186.374823,17.03033412,1008.11,1,1
38:19.9,156.1249687,159.9399281,-35.3041513,-90.89037206,167.6017577,452.5722346,430.8224506,186.3611703,17.02076496,1008.08,1,1
38:20.9,156.1217805,159.9449281,-35.30123905,-90.8953547,167.5941597,452.5665848,430.8156474,186.351318,17.01414585,1008.07,1,1
38:21.9,156.1167959,159.944807,-35.29793657,-90.89412097,167.5911194,452.5619148,430.8125398,186.3501211,17.01353201,1008.07,1,1
38:22.9,156.1153233,159.9432749,-35.29736839,-90.8923278,167.5914513,452.5603852,430.8115968,186.3511568,17.01477333,1008.07,1,1
38:23.9,156.1156235,159.9423247,-35.29790061,-90.89162733,167.5921103,452.5599358,430.8108984,186.3513807,17.01545019,1008.09,1,1
38:24.9,156.1158765,159.9420715,-35.2977003,-90.89002133,167.5952889,452.5646483,430.8169996,186.3574305,17.01855948,1008.07,1,1
38:25.9,156.1190739,159.942804,-35.30034316,-90.893317,167.593193,452.5618184,430.8108939,186.3498388,17.01480592,1008.07,1,1
