Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
16:50.3,0.002325828,-0.001413252,-0.008301995,-0.004134095,0.009970366,0.011569621,0.057361102,-0.048476782,-0.379679857,1008.32,1,1,16:50.3,1008.98
16:51.3,-0.476953839,26.98959637,22.90388009,-17.67501579,-25.17841224,22.56710285,37.17197592,-25.65856724,-53.8228226,1008.3,1,1,16:51.4,1008.97
16:52.3,494.5552681,241.4073567,45.57135598,200.0861162,454.7900089,400.7762477,62.21633447,-167.5656121,-78.38050119,1008.34,1,1,16:54.8,1008.97
16:53.3,467.2789417,225.8880738,71.01733724,226.6359893,452.9694175,392.2851994,70.99572911,-150.6865536,-71.55293562,1008.31,1,1,16:54.8,1008.97
16:53.9,467.2989566,225.900709,71.01718548,226.6317761,452.9693685,392.2872928,70.99541651,-150.6878662,-71.55236179,1008.31,1,1,16:54.8,1008.92
16:55.2,467.2837205,225.8901085,71.01664023,226.6358388,452.9704828,392.2850056,70.99427172,-150.6862195,-71.5510742,1008.33,1,1,16:55.6,1008.94
16:56.3,467.2846434,225.8959512,71.01606414,226.6191518,452.9454816,392.2696308,70.99440922,-150.6815352,-71.55149865,1008.32,1,1,16:56.4,1008.92
16:57.3,467.2949326,225.9003188,71.01564293,226.6232086,452.9556864,392.2771556,70.99389198,-150.6848587,-71.551623,1008.32,1,1,16:57.4,1008.92
16:58.3,467.2898261,225.8988746,71.01569289,226.6184171,452.9460932,392.2700702,70.99364551,-150.6820894,-71.55108218,1008.3,1,1,16:58.3,1008.92
16:59.3,467.2904433,225.8989544,71.01506498,226.6182729,452.9465664,392.2699928,70.99292645,-150.6821741,-71.550458,1008.34,1,1,16:59.4,1008.95
17:00.3,467.2806024,225.8934834,71.01563078,226.6197409,452.9458715,392.2695706,70.99409789,-150.6822172,-71.55227667,1008.32,1,1,17:00.3,1008.93
17:00.9,467.2997967,225.9026933,71.01594168,226.6251458,452.9602771,392.2810456,70.99433502,-150.6863666,-71.5520725,1008.32,1,1,17:01.4,1008.97
17:02.3,467.2897559,225.8985211,71.01664482,226.6215599,452.9505385,392.2736427,70.99453521,-150.6834549,-71.55206955,1008.33,1,1,17:02.3,1008.93
17:03.3,467.2893724,225.8941626,71.01642899,226.6338813,452.9701492,392.2862479,70.99468622,-150.6876184,-71.55241673,1008.35,1,1,17:03.3,1008.94
