Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult
38:05.9,-0.003737885,-0.000298018,0.011156164,0.014333397,0.002134036,-0.002895688,-0.055693941,-0.038861747,-0.064128043,1008.07,1,1
38:06.9,10.7663111,-6.768415389,-7.666012197,10.19813937,12.20829046,-11.43092991,-17.39861487,13.50064804,25.63820674,1008.05,1,1
38:07.9,-4.836994781,-93.84877159,51.13793296,383.0907814,532.9732998,310.0252973,-11.38798718,-90.7102817,16.55855244,1008.12,1,1
38:08.9,22.4027948,-83.90780176,31.97215284,374.0532423,546.8277235,318.7676137,-19.99205415,-95.56293005,29.50227605,1008.05,1,1
38:09.9,22.39600337,-83.91720805,31.97411948,374.0749987,546.8605311,318.7903386,-19.98959095,-95.57079048,29.4992417,1008.07,1,1
38:10.9,22.39904116,-83.90934194,31.97166063,374.052274,546.8277213,318.7685823,-19.99155323,-95.56380137,29.50153043,1008.11,1,1
38:11.9,22.39737234,-83.91244614,31.97289365,374.0596963,546.8370384,318.7738727,-19.99140315,-95.56495649,29.50152197,1008.08,1,1
38:12.9,22.39700019,-83.91613979,31.97335942,374.0719031,546.856323,318.787048,-19.99044083,-95.56952714,29.50040078,1008.06,1,1
38:13.9,22.3982461,-83.91247638,31.97236334,374.0617984,546.8420199,318.7781056,-19.99084163,-95.56691737,29.50074705,1008.04,1,1
38:14.9,22.39751921,-83.91064045,31.97279102,374.0555739,546.8316618,318.7716868,-19.9905097,-95.56489866,29.50017464,1008.08,1,1
38:15.9,22.3977211,-83.90906407,31.97253188,374.0498035,546.8222126,318.7647533,-19.99135819,-95.56225635,29.50128395,1008.09,1,1
38:16.9,22.3967466,-83.91346424,31.97339252,374.0627854,546.8414972,318.7771535,-19.99079074,-95.56612047,29.50076511,1008.08,1,1
38:18.0,22.39754176,-83.91397212,31.97289093,374.0654599,546.8467394,318.7807965,-19.99079577,-95.56750535,29.5008112,1008.13,1,1
38:18.9,22.39849958,-83.91314233,31.97214423,374.0626501,546.8426632,318.7772112,-19.99193407,-95.56596235,29.50237569,1008.11,1,1
38:19.9,22.3973129,-83.91826855,31.97321872,374.0784249,546.8665421,318.7931792,-19.99075819,-95.57125954,29.5010419,1008.08,1,1
38:20.9,22.39856891,-83.91545572,31.97226856,374.071298,546.8570929,318.7876023,-19.99091564,-95.56985366,29.50109709,1008.07,1,1
38:21.9,22.39835542,-83.91254053,31.97228487,374.0618931,546.8421407,318.7780032,-19.99099508,-95.5667557,29.50103809,1008.07,1,1
38:22.9,22.3977104,-83.91185648,31.97268915,374.0590254,546.8368962,318.7745537,-19.99088399,-95.5655356,29.50084872,1008.07,1,1
38:23.9,22.39744841,-83.91197103,31.97287258,374.0591269,546.8367652,318.774461,-19.99079631,-95.56546737,29.50074121,1008.09,1,1
38:24.9,22.39767052,-83.91209588,31.97270524,374.0593123,546.8370237,318.7742584,-19.99115812,-95.56523281,29.50126839,1008.07,1,1
38:25.9,22.39716698,-83.91402598,31.97316321,374.0654707,546.8464707,318.780804,-19.99049975,-95.56751003,29.50046757,1008.07,1,1
38:26.9,22.39797123,-83.91174308,31.97250919,374.0589252,546.8370215,318.7746457,-19.99095336,-95.56557424,29.50097454,1008.06,1,1
38:27.9,22.39733631,-83.91190964,31.97295937,374.0590354,546.8366309,318.7745616,-19.99059893,-95.56555801,29.5004941,1008.09,1,1
38:28.8,22.39781008,-83.91106956,31.97256338,374.0561417,546.8321654,318.7710862,-19.99128811,-95.56418191,29.50142353,1008.07,1,1
38:29.9,22.39690435,-83.91414124,31.97334866,374.065573,546.8463365,318.7807109,-19.99040145,-95.5674246,29.50037068,1008.08,1,1
38:30.9,22.39808147,-83.91180627,31.97242797,374.0590189,546.8371468,318.7745439,-19.99112144,-95.56543626,29.50125093,1008.12,1,1
38:31.9,22.39786193,-83.91331167,31.97260268,374.0627635,546.8422592,318.7771255,-19.99153608,-95.56587567,29.50193881,1008.1,1,1
38:32.9,22.3973392,-83.91718195,31.97316716,374.0751641,546.8615438,318.790107,-19.99067247,-95.57026969,29.5009682,1008.11,1,1
38:33.9,22.39877814,-83.91473272,31.97206365,374.0685088,546.852484,318.7840326,-19.99147686,-95.5683442,29.50195927,1008.07,1,1
38:34.9,22.39766923,-83.91573959,31.9729105,374.0715128,546.8565578,318.7874238,-19.9904296,-95.56969819,29.50055307,1008.07,1,1
38:35.9,22.39849268,-83.91151651,31.97214997,374.0587252,546.837271,318.7748296,-19.99108845,-95.56564559,29.50122983,1008.09,1,1
38:36.9,22.39766775,-83.91209865,31.97271357,374.0593155,546.8370102,318.7742567,-19.99111419,-95.56516179,29.50131232,1008.09,1,1
38:37.9,22.39738656,-83.91415337,31.97300351,374.0656591,546.8467168,318.7805999,-19.99082129,-95.56721036,29.50103502,1008.07,1,1
38:38.9,22.39768751,-83.91380034,31.97280677,374.0652718,546.8467157,318.7809873,-19.99062019,-95.56755771,29.50073751,1008.09,1,1
38:39.9,22.39819058,-83.9118707,31.97235018,374.0591139,546.8372665,318.7744414,-19.99127124,-95.56526866,29.50154564,1008.09,1,1
38:40.9,22.39738587,-83.91415406,31.97300559,374.0656599,546.8467134,318.7805995,-19.9908103,-95.56719261,29.501046,1008.08,1,1
38:41.9,22.39779798,-83.91386334,31.97272483,374.0653652,546.8468421,318.7808857,-19.99079194,-95.56742563,29.50101025,1008.08,1,1
38:42.9,22.39793823,-83.91283633,31.9725809,374.0621938,546.8419871,318.7777139,-19.9909329,-95.56639247,29.50115439,1008.1,1,1
38:43.9,22.39789859,-83.9130755,31.9725963,374.0624804,546.8421158,318.7774188,-19.99121069,-95.5660956,29.5015704,1008.1,1,1
38:44.9,22.39761739,-83.91513022,31.97288624,374.068824,546.8518225,318.7837619,-19.99091779,-95.56814417,29.5012931,1008.1,1,1
38:45.9,22.39814068,-83.91490181,31.97252146,374.0686218,546.852081,318.7839469,-19.99108216,-95.56826288,29.5015191,1008.11,1,1
38:46.9,22.39825162,-83.91496436,31.97243814,374.0687147,546.8522097,318.7838456,-19.99126123,-95.56814264,29.50178452,1008.09,1,1
38:47.9,22.39788857,-83.91586721,31.97275149,374.0717015,546.8568028,318.7872195,-19.99074748,-95.56939261,29.50112418,1008.09,1,1
38:48.9,22.39843106,-83.91369863,31.97228021,374.0652572,546.8472237,318.7809686,-19.99111708,-95.56739451,29.50151997,1008.1,1,1
38:49.9,22.39801848,-83.91398981,31.97256235,374.0655525,546.8470928,318.7806821,-19.99112812,-95.56714965,29.50156305,1008.11,1,1
38:50.9,22.39798894,-83.9150796,31.97262365,374.068817,546.8520753,318.7837525,-19.99116257,-95.56805666,29.50168799,1008.11,1,1
38:51.9,22.39810999,-83.91599276,31.97258624,374.0718877,546.8570579,318.7870165,-19.99109831,-95.5691403,29.50166234,1008.09,1,1
