Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
40:50.1,0.002363798,-0.001698277,-0.008185977,-0.00230487,0.011740471,0.008199539,0.046837248,-0.044117065,-0.399770561,1014.96,1,1,40:50.4,1015.52
40:51.1,10.40174185,-6.935988681,-7.256981175,10.44225005,11.68332902,-11.81769369,-16.68644386,13.77620275,23.75557218,1014.91,1,1,40:51.5,1015.56
40:52.2,-18.66158597,-111.9716352,37.70555611,376.7350846,530.2726935,308.9379933,-10.44302857,-89.61000635,14.94316799,1014.96,1,1,40:52.4,1015.56
40:53.2,8.335430577,-102.3037827,18.66327335,367.8746831,543.9362029,317.2358294,-19.45348549,-94.75985154,27.67855796,1014.96,1,1,40:53.5,1015.56
40:54.2,8.328913047,-102.3119137,18.66491082,367.8910478,543.9598221,317.2512247,-19.45233865,-94.76467029,27.67730337,1015.01,1,1,40:54.4,1015.55
40:55.1,8.330777475,-102.3116539,18.66357773,367.8910048,543.9611192,317.2511814,-19.45366875,-94.76440434,27.67917169,1014.98,1,1,40:55.5,1015.53
40:56.1,8.329741374,-102.3166035,18.66455352,367.9065857,543.9849981,317.2673432,-19.45239414,-94.76987818,27.67768731,1014.93,1,1,40:56.4,1015.51
40:57.2,8.330915507,-102.3126387,18.66362679,367.8961021,543.9704353,317.258797,-19.45233073,-94.76767367,27.67735945,1014.95,1,1,40:57.5,1015.55
40:58.2,8.331054692,-102.3079703,18.66328461,367.8807328,543.9460349,317.2424584,-19.45316324,-94.76211539,27.67825588,1014.97,1,1,40:58.5,1015.52
40:59.2,8.329687063,-102.3107213,18.66432018,367.8877676,543.955352,317.2481363,-19.45281573,-94.76362375,27.67794626,1014.94,1,1,40:59.5,1015.54
41:00.1,8.329595887,-102.3123605,18.66449668,367.893631,543.9649288,317.2549683,-19.45214266,-94.76613992,27.67710603,1014.96,1,1,41:00.5,1015.52
41:01.2,8.330762999,-102.3091749,18.66352995,367.8840991,543.9508855,317.2454358,-19.45310673,-94.76294879,27.67827662,1014.96,1,1,41:01.5,1015.52
41:02.1,8.329696474,-102.3115726,18.66436816,367.8907462,543.9602025,317.2515014,-19.45256141,-94.7648099,27.67766617,1014.93,1,1,41:03.2,1015.54
41:03.1,8.3298863,-102.3111573,18.66425535,367.8902664,543.9600717,317.2519899,-19.45217795,-94.76527211,27.67710654,1014.94,1,1,41:03.4,1015.51
41:04.1,8.330418674,-102.308138,18.66373817,367.8808442,543.9456387,317.2423736,-19.45279088,-94.76207015,27.67779339,1014.97,1,1,41:04.4,1015.56
41:05.1,8.329826191,-102.3096954,18.66417965,367.8845975,543.9504915,317.2449638,-19.45293876,-94.76256158,27.67810834,1014.95,1,1,41:05.5,1015.54
41:06.1,8.329443936,-102.3125384,18.66459951,367.8938264,543.9649222,317.2547736,-19.45221977,-94.76592836,27.67727821,1014.95,1,1,41:06.4,1015.53
41:07.1,8.330509943,-102.3101412,18.66376275,367.8871797,543.9556028,317.2487079,-19.45275741,-94.76405488,27.67789634,1014.97,1,1,41:07.6,1015.52
41:08.2,8.330208534,-102.3104947,18.6639609,367.8875676,543.9556016,317.2483202,-19.45295117,-94.76369568,27.67820117,1015,1,1,41:08.5,1015.55
41:09.1,8.330260813,-102.3127364,18.66399884,367.8941888,543.9656976,317.2543597,-19.45320612,-94.76540075,27.67870952,1014.97,1,1,41:09.4,1015.5
41:10.2,8.330029204,-102.3154028,18.66431992,367.903224,543.9801284,317.2643633,-19.45238878,-94.76894469,27.67772844,1014.9,1,1,41:10.4,1015.47
41:11.2,8.330457444,-102.3115421,18.66392673,367.8927577,543.9650462,317.2558344,-19.45179151,-94.76684366,27.6766551,1014.98,1,1,41:11.5,1015.48
41:12.1,8.331544676,-102.3051931,18.66279111,367.8716005,543.9317171,317.2325452,-19.45401007,-94.75854552,27.67940271,1014.91,1,1,41:12.5,1015.49
41:13.2,8.327810144,-102.3137754,18.665816,367.8970346,543.9687295,317.2579789,-19.45098252,-94.76712218,27.67567164,1015,1,1,41:13.5,1015.5
41:14.4,8.33188782,-102.306231,18.66258643,367.8748566,543.9369582,317.2356067,-19.45430756,-94.75939457,27.67990419,1014.96,1,1,41:14.5,1015.52
41:15.2,8.328346195,-102.3160275,18.66550402,367.90374,543.9792136,317.2639085,-19.45168254,-94.76865386,27.67681906,1014.98,1,1,41:15.5,1015.5
41:16.2,8.331486185,-102.3110146,18.66311341,367.890328,543.9612254,317.2518523,-19.45337975,-94.76487221,27.67890799,1014.95,1,1,41:16.4,1015.53
41:17.1,8.329824433,-102.3133396,18.66438634,367.8967986,543.9700232,317.2581289,-19.45220256,-94.76701455,27.67740072,1014.96,1,1,41:17.5,1015.51
41:18.2,8.330880358,-102.3100918,18.66350364,367.8871741,543.95585,317.2486976,-19.45298389,-94.76393774,27.67830954,1014.98,1,1,41:18.5,1015.51
41:19.2,8.330176652,-102.3115868,18.66402921,367.8908347,543.9605728,317.2513891,-19.45294865,-94.76454295,27.67836308,1014.96,1,1,41:19.5,1015.54
41:20.1,8.329934888,-102.3134026,18.66430442,367.896892,543.9701496,317.2580273,-19.45237431,-94.76688247,27.67767346,1014.94,1,1,41:20.4,1015.46
41:21.2,8.330516844,-102.3109951,18.66381838,367.8901614,543.9604408,317.2520713,-19.45246281,-94.76517587,27.67765653,1014.97,1,1,41:21.5,1015.53
41:22.2,8.330607509,-102.3093564,18.66364333,367.8842984,543.9508617,317.2452391,-19.45312819,-94.76264733,27.67850444,1014.98,1,1,41:22.5,1015.51
41:23.9,8.329773481,-102.3127293,18.66435947,367.8941088,543.9652923,317.2544675,-19.4527053,-94.76548409,27.67812601,1014.97,1,1,41:23.5,1015.5
41:25.5,8.330306562,-102.3133513,18.66404118,367.8968845,543.9704038,317.258018,-19.4526237,-94.76680265,27.67806344,1014.97,1,1,41:24.5,1015.49
41:25.5,8.330708439,-102.3122103,18.66371463,367.8936119,543.9656781,317.2549388,-19.45284666,-94.76582847,27.67832115,1014.98,1,1,41:25.5,1015.5
41:26.2,8.330558215,-102.3123876,18.6638132,367.8938062,543.9656783,317.2547446,-19.45294549,-94.76565149,27.67847182,1014.99,1,1,41:26.5,1015.5
41:30.4,8.330528622,-102.3134768,18.66387505,367.8970709,543.9706608,317.2578148,-19.45298059,-94.76655985,27.67859518,1014.96,1,1,41:27.5,1015.48
41:30.4,8.33031465,-102.3142024,18.66409171,367.8998632,543.9752502,317.2613832,-19.45235644,-94.76796867,27.67779609,1014.96,1,1,41:28.5,1015.49
41:30.4,8.330998555,-102.3110082,18.66347448,367.8902483,543.9608189,317.2519599,-19.45287482,-94.76494861,27.67832915,1014.98,1,1,41:29.5,1015.49
41:30.4,8.330435949,-102.3114759,18.66385454,367.890737,543.9606891,317.2514798,-19.45298824,-94.76453304,27.67851915,1014.98,1,1,41:30.4,1015.5
41:31.2,8.330154969,-102.3135303,18.66414394,367.8970805,543.9703968,317.257823,-19.45269891,-94.76658741,27.6782381,1014.97,1,1,41:31.5,1015.47
41:32.1,8.330566943,-102.3132392,18.66386319,367.8967855,543.9705256,317.2581094,-19.45268117,-94.76682172,27.67820151,1014.96,1,1,41:32.5,1015.49
41:33.1,8.330595956,-102.3121497,18.66380327,367.8935214,543.9655408,317.2550389,-19.45263974,-94.76590347,27.67808351,1014.93,1,1,41:33.5,1015.49
41:34.2,8.330140902,-102.3110501,18.66409417,367.8901735,543.9601665,317.2520781,-19.45214846,-94.76515095,27.67733118,1014.91,1,1,41:34.4,1015.49
41:35.2,8.33007796,-102.3079582,18.66401183,367.8805749,543.9452141,317.2426729,-19.45212881,-94.76222906,27.67712196,1014.95,1,1,41:35.4,1015.49
41:36.2,8.330018112,-102.3064962,18.66393541,367.8749057,543.9356351,317.2356468,-19.4528933,-94.75952442,27.67812011,1014.94,1,1,41:36.4,1015.51
41:37.2,8.328821279,-102.3107718,18.66496407,367.8877025,543.95466,317.2482494,-19.45196038,-94.76361719,27.67707775,1014.95,1,1,41:37.4,1015.51
41:38.2,8.330119735,-102.3093498,18.66400519,367.8842189,543.9504541,317.2453467,-19.45262014,-94.76271895,27.67792834,1014.95,1,1,41:38.5,1015.54
41:39.2,8.329717266,-102.3104916,18.66433324,367.887492,543.955177,317.2484256,-19.45238784,-94.76367796,27.67768035,1015,1,1,41:39.4,1015.53
41:40.2,8.330534648,-102.310689,18.66373112,367.8878539,543.9559549,317.248012,-19.45338187,-94.76316276,27.67910397,1014.97,1,1,41:40.5,1015.53
41:41.2,8.329498503,-102.3156386,18.66470698,367.9034348,543.9798337,317.2641738,-19.45210689,-94.76863603,27.67761995,1014.97,1,1,41:41.4,1015.49
41:42.2,8.331228508,-102.3119855,18.66336013,367.893414,543.96592,317.2551215,-19.45295718,-94.76585993,27.67860091,1014.95,1,1,41:42.4,1015.51
41:43.2,8.330220659,-102.312204,18.66407706,367.8935328,543.9652698,317.2550461,-19.452336,-94.76589572,27.67774754,1014.95,1,1,41:43.5,1015.51
41:44.2,8.330501389,-102.3101498,18.66378851,367.8871897,543.9555609,317.2487026,-19.45262159,-94.76383531,27.67803216,1014.94,1,1,41:44.4,1015.51
41:45.2,8.32986647,-102.3103163,18.66423869,367.8872998,543.9551703,317.2486186,-19.45226716,-94.76381908,27.67755172,1014.95,1,1,41:45.5,1015.49
41:46.1,8.330117893,-102.3093516,18.66401072,367.884221,543.9504451,317.2453456,-19.45259087,-94.76267161,27.67795764,1014.98,1,1,41:46.5,1015.52
41:47.2,8.330048977,-102.3106804,18.66408668,367.8877719,543.9555576,317.2481209,-19.45290713,-94.76328822,27.67849454,1014.98,1,1,41:47.4,1015.52
41:48.2,8.329889005,-102.313648,18.66433859,367.8971859,543.9702478,317.2577283,-19.45255324,-94.76642581,27.67818829,1014.96,1,1,41:48.5,1015.5
41:49.2,8.330451717,-102.3131807,18.6639591,367.8966974,543.9703765,317.2582083,-19.45243617,-94.76683545,27.67800196,1014.98,1,1,41:49.4,1015.5
41:50.2,8.330954797,-102.311251,18.66350251,367.8905395,543.9609273,317.2516624,-19.45308722,-94.76454639,27.6788101,1014.91,1,1,41:50.4,1015.5
41:51.2,8.329371892,-102.3130982,18.66474603,367.8964375,543.9694655,317.2585289,-19.45134713,-94.76727058,27.67647814,1014.96,1,1,41:51.5,1015.55
41:52.2,8.331434396,-102.3059906,18.66294882,367.8744966,543.936396,317.2360062,-19.45343754,-94.75962696,27.6789963,1014.98,1,1,41:52.7,1015.55
41:53.2,8.329121793,-102.3120519,18.66478374,367.8912488,543.9600151,317.251014,-19.45248812,-94.76409246,27.67804288,1014.97,1,1,41:54.1,1015.46
41:54.2,8.330038225,-102.3134728,18.66424402,367.8969937,543.9702411,317.2579212,-19.45243256,-94.76656691,27.67805968,1014.95,1,1,41:54.5,1015.52
41:55.2,8.330479651,-102.3120925,18.66390265,367.8934348,543.9653861,317.255137,-19.45237609,-94.76588701,27.67790264,1014.95,1,1,41:55.4,1015.52
41:56.1,8.330498625,-102.3101525,18.66379682,367.8871929,543.9555474,317.2487009,-19.45257767,-94.7637643,27.67807611,1015,1,1,41:56.5,1015.49
41:57.2,8.330530772,-102.310693,18.66374285,367.8878585,543.9559358,317.2480096,-19.45332001,-94.76306271,27.67916584,1014.9,1,1,41:57.5,1015.52
41:58.2,8.328716372,-102.3152063,18.6653069,367.9027914,543.9789057,317.2648799,-19.4507655,-94.76933567,27.67584987,1014.94,1,1,41:58.5,1015.5
41:59.1,8.331874434,-102.3046117,18.6626116,367.8709392,543.9315342,317.2332211,-19.45335911,-94.75891156,27.67886124,1014.97,1,1,41:59.5,1015.5
42:00.2,8.329028254,-102.3100511,18.66476604,367.884916,543.9500399,317.2446783,-19.45248536,-94.76204911,27.67797617,1014.92,1,1,42:00.4,1015.54
42:01.2,8.329097705,-102.3123642,18.66488982,367.8935635,543.9644705,317.2550695,-19.45146984,-94.76594523,27.67669464,1014.93,1,1,42:01.5,1015.54
42:02.2,8.330696331,-102.3069476,18.66353517,367.8774944,543.9407193,317.2393875,-19.45262409,-94.76087567,27.67799598,1014.94,1,1,42:02.5,1015.54
42:03.2,8.329358004,-102.3086089,18.66451014,367.881265,543.9450527,317.241995,-19.45223846,-94.76147112,27.67756507,1014.94,1,1,42:03.4,1015.53
42:04.2,8.329479052,-102.3095221,18.66447272,367.8843357,543.9500353,317.2452591,-19.45217419,-94.76255476,27.67753942,1014.96,1,1,42:04.5,1015.55
42:05.2,8.329962922,-102.3095326,18.66412265,367.8844199,543.9504237,317.2451491,-19.45262002,-94.76238252,27.67817777,1014.93,1,1,42:05.5,1015.54
42:06.2,8.329348218,-102.3114004,18.66466464,367.8904858,543.9597408,317.2517959,-19.4517789,-94.76477405,27.67711519,1014.93,1,1,42:06.4,1015.54
42:07.1,8.330292949,-102.3080903,18.66386597,367.8807686,543.9454377,317.2424659,-19.45237716,-94.76181103,27.67776265,1014.95,1,1,42:07.4,1015.49
42:08.2,8.329729825,-102.3085581,18.66424679,367.8812577,543.9453069,317.2419856,-19.45248727,-94.76139009,27.67795594,1014.91,1,1,42:08.4,1015.45
42:09.2,8.329003891,-102.3103635,18.66487288,367.887231,543.954494,317.2487337,-19.45146305,-94.76389539,27.67663196,1014.89,1,1,42:09.5,1015.49
42:10.2,8.329866766,-102.3059015,18.66409763,367.8741571,543.9350774,317.2364344,-19.45184045,-94.76013373,27.67689637,1014.94,1,1,42:10.5,1015.52
42:11.1,8.329656325,-102.3046161,18.66411992,367.8686817,543.9254984,317.2292146,-19.45270366,-94.75725249,27.67804512,1014.93,1,1,42:11.5,1015.5
42:12.2,8.328319046,-102.3099189,18.66529317,367.8846502,543.9493772,317.2449889,-19.45162647,-94.76237305,27.6768619,1014.91,1,1,42:12.4,1015.52
42:13.2,8.329545689,-102.3081956,18.66440368,367.8807875,543.9449116,317.2424824,-19.45182166,-94.76187954,27.67703873,1014.9,1,1,42:14.2,1015.51
42:14.2,8.329453497,-102.3061934,18.66438186,367.8744531,543.9349431,317.2361475,-19.45184051,-94.75987112,27.67695043,1014.91,1,1,42:14.5,1015.46
42:15.1,8.32918141,-102.3054574,18.66451937,367.8715767,543.9299582,317.2326894,-19.45199619,-94.75859903,27.67713401,1014.93,1,1,42:15.4,1015.48
