Time,GyroX,GyroY,GyroZ,AcceX,AcceY,AcceZ,MagnX,MagnY,MagnZ,Baro,Result,TrueResult,TimeB,BaroB
47:30.1,0.001569544,0.005151435,0.005741134,-0.004203428,-0.023681234,-0.035758237,-28.63,37.63,53.67,1008.42,1,1,47:30.4,1009.09
47:30.9,4.380354591,-3.506028331,6.82535318,24.85779336,21.33332224,-7.95675583,-27.58,37.33,53.22,1008.43,1,1,47:31.3,1009.1
47:31.8,-100.7429163,-84.8192692,146.4425663,397.9512996,417.148049,224.613296,-27.58,37.33,53.22,1008.46,1,1,47:32.4,1009.06
47:32.3,-85.03819039,-129.2448871,117.482427,420.2020429,448.6634938,220.8665396,-28.48,38.08,54.86,1008.46,1,1,47:33.3,1009.1
47:33.1,-81.4232324,-131.7775619,114.7255275,419.250154,448.659647,220.9001305,-27.73,37.48,54.11,1008.47,1,1,47:34.3,1009.09
47:33.9,-81.87288369,-131.7751697,115.3462287,420.1084478,449.2297388,221.0007485,-28.48,38.08,54.86,1008.53,1,1,47:34.4,1009.09
47:34.8,-81.66446341,-131.7417356,115.1300177,419.7433195,448.9164689,220.8793143,-28.48,38.08,54.86,1008.46,1,1,47:35.3,1009.08
47:35.9,-81.88681712,-131.8171639,115.3653229,420.1940925,449.2982251,221.0012142,-26.68,38.08,54.86,1008.49,1,1,47:36.3,1009.08
47:36.9,-81.84181815,-131.7985593,115.307146,420.1124791,449.3069023,221.0901804,-26.68,38.08,54.86,1008.49,1,1,47:37.3,1009.01
47:37.9,-81.32535324,-130.9308962,115.9284107,420.1985391,449.1104706,221.0013142,-26.68,38.08,54.86,1008.46,-1,1,47:38.3,1009.03
47:38.9,-81.3289114,-130.886179,115.9678645,420.1984547,449.0843617,220.9892531,-26.68,38.08,54.86,1008.5,-1,1,47:39.3,1009.06
47:39.9,-81.38230122,-130.7627875,116.1324153,420.0547077,448.4497923,220.1185763,-26.68,38.08,54.86,1008.52,-1,1,47:40.4,1009.04
47:40.9,-81.42779874,-130.8013758,116.154402,420.1019194,448.4644765,220.1005281,-26.68,38.08,54.86,1008.48,1,1,47:41.4,1009.06
47:41.8,-81.39144862,-130.7886881,116.1412845,420.0929341,448.4871126,220.1359616,-26.68,38.08,54.86,1008.5,1,1,47:42.4,1009.13
47:42.8,-81.33451515,-130.9035668,115.9755227,420.2162846,449.0895151,220.981943,-26.68,38.08,54.86,1008.48,1,1,47:43.3,1009.11
47:43.8,-81.29748142,-130.8706821,115.9627389,420.190607,449.094117,221.0098371,-26.68,38.08,54.86,1008.48,1,1,47:44.4,1009.07
47:44.8,-81.29700717,-130.8717823,115.9586482,420.1846085,449.0878901,221.0050403,-26.68,38.08,54.86,1008.49,1,1,47:45.3,1009.06
47:45.9,-81.295613,-130.8711554,115.956916,420.1829128,449.0896995,221.0084591,-26.68,38.08,54.86,1008.49,1,1,47:46.3,1009.05
47:46.9,-81.29586705,-130.8705831,115.9575198,420.1847545,449.09382,221.0128042,-26.68,38.08,54.86,1008.42,1,1,47:47.4,1009.09
47:47.9,-81.29612353,-130.8696203,115.9581854,420.1845806,449.0937147,221.0134902,-26.68,38.08,54.86,1008.48,1,1,47:48.3,1009.08
47:48.8,-81.29287519,-130.8639573,115.9549499,420.1639685,449.0618156,220.9886736,-26.68,38.08,54.86,1008.45,1,1,47:49.3,1009.08
47:49.9,-81.297622,-130.8694108,115.9594501,420.1829251,449.0875227,221.0073037,-26.68,38.08,54.86,1008.5,1,1,47:50.3,1009.07
47:50.9,-81.29423285,-130.867596,115.955917,420.1735351,449.0758951,220.9985421,-26.68,38.08,54.86,1008.49,1,1,47:51.3,1009.09
47:51.8,-81.29754382,-130.8712723,115.9596786,420.1890452,449.0975916,221.0145502,-26.68,38.08,54.86,1008.52,1,1,47:52.3,1009.12
47:52.8,-81.29659886,-130.8706619,115.959418,420.1870073,449.0932707,221.0100142,-26.68,38.08,54.86,1008.47,1,1,47:53.3,1009.05
47:53.8,-81.29984421,-130.8736578,115.9622528,420.196034,449.1033684,221.0170407,-26.68,38.08,54.86,1008.52,1,1,47:54.4,1009.09
47:54.8,-81.29363522,-130.8709948,115.9547802,420.1802283,449.0879591,221.0069775,-26.68,38.08,54.86,1008.52,1,1,47:55.4,1009.1
47:55.9,-81.29868679,-130.8723521,115.9618045,420.1954982,449.1052533,221.019441,-26.68,38.08,54.86,1008.52,1,1,47:56.3,1009.11
47:56.8,-81.29847553,-130.8739639,115.9612758,420.1968601,449.1061269,221.0185003,-26.68,38.08,54.86,1008.51,1,1,47:57.3,1009.1
47:57.8,-81.29873766,-130.8743895,115.961463,420.1970709,449.1054914,221.0176489,-26.68,38.08,54.86,1008.49,1,1,47:58.3,1009.08
47:59.1,-81.29787994,-130.8738645,115.9600467,420.1934272,449.1015261,221.0154048,-26.68,38.08,54.86,1008.48,1,1,47:59.3,1009.1
47:59.8,-81.29626414,-130.8716546,115.9583602,420.1867437,449.0938134,221.0107452,-26.68,38.08,54.86,1008.49,1,1,48:00.4,1009.15
48:01.1,-81.29676792,-130.8698509,115.9598552,420.1847043,449.0882236,221.0057348,-26.68,38.08,54.86,1008.48,1,1,48:01.3,1009.11
48:01.8,-81.29931482,-130.8713492,115.9624292,420.1888506,449.0893188,221.0047352,-26.68,38.08,54.86,1008.46,1,1,48:02.4,1009.11
48:02.9,-81.29731386,-130.8722052,115.9591639,420.1855561,449.0881235,221.0045352,-26.68,38.08,54.86,1008.47,1,1,48:03.4,1009.09
48:03.9,-81.29595242,-130.8693635,115.9579957,420.1781901,449.0786705,220.9987645,-26.68,38.08,54.86,1008.46,1,1,48:04.4,1009.11
48:04.9,-81.29647968,-130.8697488,115.9585069,420.1810569,449.0838959,221.0032558,-26.68,38.08,54.86,1008.44,1,1,48:05.4,1009.08
48:05.8,-81.29645295,-130.8683281,115.9586148,420.1774524,449.0776893,220.9989353,-26.68,38.08,54.86,1008.44,1,1,48:06.4,1009.07
48:06.9,-81.29447981,-130.8672295,115.9556816,420.1706866,449.071,220.9950304,-26.68,38.08,54.86,1008.43,1,1,48:07.3,1009.09
48:07.9,-81.29451063,-130.8659282,115.9562025,420.1700493,449.0708086,220.9958658,-26.68,38.08,54.86,1008.44,1,1,48:08.3,1009.05
48:08.8,-81.29451858,-130.8649145,115.9560728,420.1666855,449.0649768,220.9914719,-26.68,38.08,54.86,1008.44,1,1,48:09.3,1009.09
48:09.9,-81.29407548,-130.8661227,115.9553264,420.1698029,449.0721691,220.9973664,-26.68,38.08,54.86,1008.42,1,1,48:10.3,1009.04
48:10.8,-81.29518358,-130.864984,115.956981,420.1690668,449.068574,220.9948077,-26.68,38.08,54.86,1008.42,1,1,48:11.3,1009.07
48:11.8,-81.29254603,-130.8644447,115.953275,420.1628832,449.0638671,220.9921722,-26.68,38.08,54.86,1008.43,1,1,48:12.8,1009.08
48:12.3,-81.29367407,-130.8627177,115.9556084,420.1628566,449.0611538,220.9899657,-26.68,38.08,54.86,1008.44,1,1,48:13.4,1009.07
48:12.9,-81.29471693,-130.8645511,115.956315,420.1667867,449.0654441,220.9920448,-26.68,38.08,54.86,1008.46,1,1,48:14.3,1009.1
48:13.9,-81.29462054,-130.8658949,115.9563886,420.1704383,449.0711599,220.995753,-26.68,38.08,54.86,1008.5,1,1,48:15.4,1009.1
48:14.8,-81.29630593,-130.8676053,115.9587847,420.1774915,449.0785006,220.9996496,-26.68,38.08,54.86,1008.5,1,1,48:16.3,1009.11
48:15.3,-81.29842456,-130.8720425,115.9609287,420.1907053,449.0965805,221.01184,-26.68,38.08,54.86,1008.47,1,1,48:17.3,1009.12
48:16.8,-81.2982204,-130.8722558,115.9610157,420.1909581,449.0962025,221.0111837,-26.68,38.08,54.86,1008.44,1,1,48:18.4,1009.07
48:17.4,-81.29689682,-130.8701221,115.9589098,420.181091,449.0820783,221.0012829,-26.68,38.08,54.86,1008.47,1,1,48:19.3,1009.07
48:18.8,-81.2936704,-130.8678938,115.9546323,420.1707893,449.0723169,220.9958392,-26.68,38.08,54.86,1008.48,1,1,48:20.3,1009.08
48:19.9,-81.29583292,-130.8684392,115.9577978,420.1792657,449.0841482,221.005342,-26.68,38.08,54.86,1008.53,1,1,48:21.3,1009.11
48:21.0,-81.296115,-130.869631,115.9586006,420.1835218,449.0891969,221.0076267,-26.68,38.08,54.86,1008.52,1,1,48:22.3,1009.07
48:21.9,-81.29992089,-130.8742881,115.9626353,420.199303,449.1087862,221.0208856,-26.68,38.08,54.86,1008.52,1,1,48:23.3,1009.07
48:22.9,-81.29708358,-130.8749205,115.9588141,420.1957403,449.1080752,221.0211153,-26.68,38.08,54.86,1008.52,1,1,48:24.4,1009.07
48:23.9,-81.29710828,-130.8735383,115.9593915,420.1948786,449.1072395,221.0214113,-26.68,38.08,54.86,1008.52,1,1,48:25.3,1009.08
48:24.9,-81.29727591,-130.8734005,115.9596369,420.1950887,449.1073161,221.0213465,-26.68,38.08,54.86,1008.44,1,1,48:26.3,1009.08
48:25.9,-81.29823484,-130.8728917,115.9607295,420.1948761,449.1056121,221.0204915,-26.68,38.08,54.86,1008.44,1,1,48:27.3,1009.07
48:26.8,-81.29347183,-130.8666833,115.9550995,420.1701087,449.0713017,220.9956655,-26.68,38.08,54.86,1008.44,1,1,48:28.7,1009.03
48:27.8,-81.29438468,-130.8661266,115.9554026,420.1691013,449.0704762,220.9962617,-26.68,38.08,54.86,1008.46,1,1,48:29.4,1009.04
48:28.9,-81.2928759,-130.8658356,115.9535965,420.1680926,449.0730299,220.9995874,-26.68,38.08,54.86,1008.48,1,1,48:30.3,1009.06
48:29.9,-81.29429506,-130.8661568,115.9560528,420.1742146,449.0807733,221.0051992,-26.68,38.08,54.86,1008.48,-1,1,48:31.4,1009.04
48:30.9,-81.33055175,-130.8837311,115.9707163,420.1962301,449.076314,220.9821593,-26.68,38.08,54.86,1008.47,1,1,48:32.3,1009.06
48:31.9,-81.349793,-130.7503458,116.1211647,420.0467161,448.4702661,220.1511967,-26.68,38.08,54.86,1008.49,1,1,48:33.3,1009.07
48:32.8,-81.33638,-130.9025278,115.9748082,420.2120754,449.0840376,220.9789902,-26.68,38.08,54.86,1008.47,1,1,48:34.3,1009.07
48:33.9,-81.29497635,-130.8697756,115.9589224,420.1851121,449.0927711,221.0118767,-26.68,38.08,54.86,1008.47,1,1,48:35.3,1009.08
48:34.9,-81.29525043,-130.8686651,115.9572004,420.1792821,449.0846977,221.0056438,-26.68,38.08,54.86,1008.46,1,1,48:36.3,1009.07
48:35.8,-81.29595685,-130.8684934,115.9579299,420.179305,449.0836104,221.0047599,-26.68,38.08,54.86,1008.44,1,1,48:37.4,1009.09
48:36.9,-81.29523667,-130.8678007,115.957083,420.176363,449.0799533,221.0022561,-26.68,38.08,54.86,1008.49,1,1,48:38.4,1009.05
48:37.8,-81.29437477,-130.8662361,115.9560338,420.1701015,449.0702368,220.9947171,-26.68,38.08,54.86,1008.46,1,1,48:39.3,1009.04
48:38.8,-81.29658357,-130.8706313,115.9576952,420.1845676,449.093692,221.0132644,-26.68,38.08,54.86,1008.47,1,1,48:40.3,1009.05
48:39.9,-81.2934247,-130.8673077,115.9548539,420.1743984,449.0815959,221.0053871,-26.68,38.08,54.86,1008.43,1,1,48:41.3,1009.08
48:40.9,-81.29539919,-130.8670631,115.9574556,420.1778663,449.0843886,221.00736,-26.68,38.08,54.86,1008.47,1,1,48:42.4,1009.05
48:41.8,-81.2935393,-130.8645744,115.9552255,420.166232,449.066041,220.9926717,-26.68,38.08,54.86,1008.44,1,1,48:43.3,1009.08
48:42.9,-81.29588673,-130.8682295,115.9573952,420.1787455,449.0848066,221.006825,-26.68,38.08,54.86,1008.46,1,1,48:44.4,1009.06
48:43.8,-81.29409294,-130.8653989,115.9560005,420.169408,449.0702793,220.9957032,-26.68,38.08,54.86,1008.47,1,1,48:45.4,1009.06
48:44.9,-81.29517894,-130.8677717,115.9565321,420.1757598,449.0803124,221.0031043,-26.68,38.08,54.86,1008.45,1,1,48:46.4,1009.12
48:45.8,-81.29560334,-130.8678218,115.9579962,420.1793426,449.0847271,221.0061071,-26.68,38.08,54.86,1008.46,1,1,48:51.0,1009.1
48:46.9,-81.29623903,-130.8664128,115.9590591,420.1745233,449.0726872,220.9951617,-26.68,38.08,54.86,1008.46,1,1,48:54.0,1009.11
48:47.8,-81.29658538,-130.8690525,115.9585143,420.178484,449.0790153,220.9991892,-26.68,38.08,54.86,1008.48,1,1,48:54.0,1009.06
48:48.9,-81.29623854,-130.8689277,115.9580747,420.1775468,449.0781019,220.9989389,-26.68,38.08,54.86,1008.5,1,1,48:54.2,1009.06
48:49.8,-81.29564223,-130.8709431,115.9568078,420.1827264,449.0901232,221.0091734,-26.68,38.08,54.86,1008.45,1,1,48:54.3,1009.08
48:50.3,-81.29682804,-130.8706863,115.9590536,420.1879301,449.0975927,221.0157916,-26.68,38.08,54.86,1008.44,1,1,48:55.1,1009.11
48:51.9,-81.29452792,-130.8664706,115.9569343,420.1734899,449.0752718,220.9985668,-26.68,38.08,54.86,1008.44,1,1,48:55.1,1009.1
48:52.8,-81.29582778,-130.8659538,115.9581591,420.1714341,449.0687677,220.9925787,-26.68,38.08,54.86,1008.46,1,1,48:55.3,1009.1
48:53.8,-81.29546574,-130.8670624,115.9572735,420.1718826,449.0700231,220.9930811,-26.68,38.08,54.86,1008.43,1,1,48:56.3,1009.07
48:54.8,-81.29668954,-130.8683551,115.9584807,420.1771463,449.0778036,220.9995533,-26.68,38.08,54.86,1008.49,1,1,48:57.3,1009.07
48:55.8,-81.29310634,-130.8663955,115.9542621,420.167406,449.0677914,220.9928682,-26.68,38.08,54.86,1008.44,1,1,48:58.3,1009.08
48:56.8,-81.29756847,-130.8696801,115.9596851,420.1852419,449.0920408,221.0114699,-26.68,38.08,54.86,1008.44,1,1,48:59.4,1009.08
48:57.8,-81.29400516,-130.8660329,115.9558755,420.1700663,449.0707752,220.9955107,-26.68,38.08,54.86,1008.47,1,1,49:00.3,1009.11
48:58.8,-81.29473154,-130.8660172,115.9567729,420.1709561,449.0709025,220.9949345,-26.68,38.08,54.86,1008.47,1,1,49:01.3,1009.06
48:59.8,-81.29737591,-130.8687222,115.9595163,420.1802039,449.081639,221.0020901,-26.68,38.08,54.86,1008.48,1,1,49:02.4,1009.08
49:00.4,-81.2951475,-130.8699572,115.9564479,420.1798759,449.0858376,221.0059956,-26.68,38.08,54.86,1008.45,1,1,49:03.4,1009.08
49:01.8,-81.29649679,-130.8689714,115.9588367,420.182276,449.087664,221.0078838,-26.68,38.08,54.86,1008.45,1,1,49:04.3,1009.09
49:02.8,-81.29476699,-130.8671125,115.9566812,420.1736141,449.0753252,220.9984004,-26.68,38.08,54.86,1008.49,1,1,49:05.8,1009.09
49:03.8,-81.29525192,-130.8671662,115.9573034,420.1741013,449.0748702,220.9974105,-26.68,38.08,54.86,1008.48,1,1,49:06.9,1009.12
49:04.8,-81.29778993,-130.8706295,115.9603506,420.1871682,449.0923395,221.009524,-26.68,38.08,54.86,1008.47,1,1,49:07.3,1009.08
49:05.8,-81.29746659,-130.8702977,115.9599454,420.1841431,449.0863656,221.0044533,-26.68,38.08,54.86,1008.46,1,1,49:09.2,1009.07
49:06.3,-81.29576122,-130.8703404,115.9571053,420.1803323,449.0846064,221.0043781,-26.68,38.08,54.86,1008.46,1,1,49:09.6,1009.09
49:07.8,-81.29490079,-130.8680525,115.9568043,420.1764417,449.0802168,221.0022685,-26.68,38.08,54.86,1008.46,1,1,49:10.3,1009.08
49:08.8,-81.29586625,-130.8675763,115.9580258,420.1766429,449.07864,221.0007143,-26.68,38.08,54.86,1008.45,1,1,49:11.3,1009.08
49:09.3,-81.29565729,-130.8681599,115.9574069,420.1767325,449.0794429,221.0013553,-26.68,38.08,54.86,1008.51,1,1,49:12.3,1009.12
49:10.9,-81.29462112,-130.8672922,115.9568847,420.1744639,449.0761085,220.9981089,-26.68,38.08,54.86,1008.47,1,1,49:13.3,1009.1
49:11.9,-81.30001873,-130.8719712,115.9630578,420.1935772,449.0986914,221.0134699,-26.68,38.08,54.86,1008.51,1,1,49:14.4,1009.12
49:11.9,-81.29570019,-130.8707499,115.9578773,420.182072,449.0849129,221.00261,-26.68,38.08,54.86,1008.51,1,1,49:15.3,1009.12
49:15.6,-81.29929151,-130.8731243,115.9623299,420.194553,449.1000258,221.0133005,-26.68,38.08,54.86,1008.43,1,1,49:16.3,1009.12
